example address,earliest block,latest block,gas used,code length,code chunks,push bytes,PUSH1 zeros,jumpdests,invalid jumpdests,scheme f11,scheme f10,scheme f9,scheme f8
0x048cc108763de75e080ad717bd284003aa49ea15,13124190,14686485,26983070086,7810,245,30.81%,2.14%,2.59%,0.23%,27,24,25,26
0x905b63fff465b9ffbf41dea908ceb12478ec7601,11475075,19196799,26725851663,4112,129,35.12%,1.99%,2.77%,0,0,0,0,0
0x0000000001e4ef00d069e71d6ba041b0a16f7ea0,16675480,19759690,26619461868,7245,227,69.15%,0.14%,3.15%,0.03%,6,5,5,4
0x6b0f323c752a96fb1def915bc963ed6d5b0f9614,11692063,15248128,26600752798,12231,383,29.38%,2.03%,3.12%,0.05%,14,13,12,10
0x6c6ee5e31d828de241282b9606c8e98ea48526e2,5338632,19759697,26512890654,3636,114,37.16%,2.37%,3.19%,0.30%,14,14,13,12
0x135896de8421be2ec868e0b811006171d9df802a,12659551,19758446,26487151875,11404,357,53.58%,1.48%,2.98%,0.03%,6,5,5,4
0xf55186cc537e7067ea616f2aae007b4427a120c8,7536618,19758554,26416976466,23802,744,29.84%,2.28%,2.53%,0.14%,55,60,60,54
0x419d0d8bdd9af5e606ae2232ed285aff190e711b,3988959,19759680,26404619453,6365,199,29.52%,1.34%,3.97%,0.06%,7,7,6,7
0xba5ebaf3fc1fcca67147050bf80462393814e54b,12327915,19745699,26348764855,1596,50,46.62%,1.57%,3.82%,0.38%,7,8,7,7
0x8301ae4fc9c624d1d396cbdaa1ed877821d7c511,13677100,19755591,26322251433,22389,700,39.72%,0.60%,1.52%,0.05%,22,23,22,21
0x2fb42ffe2d7df8381853e96304300c6a5e846905,17069899,19759361,26309933346,11474,359,48.09%,1.51%,2.00%,0.01%,3,3,3,2
0xd6f5c46d4e1a02f9d145cee41d2f8af30d8d2d76,12658577,14079986,26282140898,23893,747,30.36%,2.23%,3.56%,0.17%,61,63,63,61
0x000855265fb4e12bbe51f7c3f530b0edb9434854,15411549,19747321,26222301512,45,2,46.67%,0,2.22%,0,0,0,0,0
0x8484ef722627bf18ca5ae6bcf031c23e6e922b30,10735542,19759571,26123363313,2949,93,50.08%,1.36%,2.34%,0.07%,5,4,4,3
0x705350c4bcd35c9441419ddd5d2f097d7a55410f,10654603,19759418,26105799263,7610,238,38.36%,4.34%,3.63%,0.04%,9,8,7,6
0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,11888810,19759706,26054456365,6492,203,37.12%,1.86%,2.85%,0.06%,6,7,6,5
0xf6b83ccadeee478fc372af6ca7069b14fbc5e1b1,11902790,19759044,25901350867,4451,140,43.68%,0.97%,1.95%,0,0,0,0,0
0x38ea452219524bb87e18de1c24d3bb59510bd783,14403456,19759700,25869014582,17626,551,41.69%,1.24%,3.35%,0.06%,17,15,15,14
0x82e0b8cdd80af5930c4452c684e71c861148ec8a,15720116,18553774,25759612457,8888,278,48.50%,2.35%,4.76%,0.07%,13,12,12,10
0x67e70eeb9dd170f7b4a9ef620720c9069d5e706c,12060722,17908524,25727828025,24377,762,33.64%,2.07%,3.41%,0.25%,82,93,94,100
0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,11007198,19756381,25684149430,11099,347,34.81%,1.89%,3.06%,0.09%,14,14,13,14
0x0417ce2934899d7130229cda39db456ff2332685,14338797,19759415,25525257704,2091,66,43.71%,1.24%,3.59%,0.29%,7,8,7,7
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,7582079,17605940,25517669659,5262,165,48.44%,2.17%,4.48%,0.02%,3,3,3,2
0x049bd8c3adc3fe7d3fc2a44541d955a537c2a484,7742169,19662035,25489947362,4529,142,39.90%,1.48%,2.03%,0.02%,2,2,2,2
0xf570deefff684d964dc3e15e1f9414283e3f7419,10607885,19678184,25295288215,24513,767,54.45%,1.04%,2.19%,0.11%,33,30,30,29
0xb3775fb83f7d12a36e0475abdd1fca35c091efbe,5155466,19752916,25281107641,5732,180,33.18%,2.48%,3.94%,0.02%,2,3,3,2
0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,10834933,19759654,25272236769,13263,415,34.54%,1.67%,2.70%,0.05%,10,9,8,8
0x99c666810ba4bf9a4c2318ce60cb2c279ee2cf56,12327027,14828624,25259394541,20112,629,33.56%,1.83%,2.84%,0.10%,32,30,33,34
0x001478855049185e78ad73104684b78e835049f0,16341156,19748258,25242872799,45,2,46.67%,0,2.22%,0,0,0,0,0
0x999e88075692bcee3dbc07e7e64cd32f39a1d3ab,13718044,19749586,25221091954,14229,445,37.30%,1.63%,3.21%,0.10%,18,22,23,20
0x1820a4b7618bde71dce8cdc73aab6c95905fad24,7630856,19759707,25161033894,2501,79,39.50%,1.48%,3.00%,0,0,0,0,0
0xe0554a476a092703abdb3ef35c80e0d76d32939f,13616454,19759113,25139352587,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x5cdaf83e077dbac2692b5864ca18b61d67453be8,12810001,19757408,25137769570,3426,108,30.21%,1.75%,3.15%,0,0,0,0,0
0x6571d6be3d8460cf5f7d6711cd9961860029d85f,13683455,19743859,25136866737,7659,240,47.70%,1.72%,2.06%,0,0,0,0,0
0xc92e8bdf79f0507f65a392b0ab4667716bfe0110,12959355,19759707,25093670637,4590,144,45.75%,1.26%,3.64%,0.07%,5,4,4,5
0x075b1bb99792c9e1041ba13afef80c91a1e70fb3,9456298,19759418,25087968003,2271,71,43.15%,3.39%,2.95%,0.13%,3,4,4,3
0xdc24316b9ae028f1497c275eb9192a3ea0f67022,11594223,19759506,25086495423,15735,492,36.84%,3.82%,3.54%,0.06%,21,23,21,18
0x45804880de22913dafe09f4980848ece6ecbaf78,8426538,19759680,25034421480,1506,48,54.45%,1.13%,3.45%,0.20%,6,5,5,4
0x2a3dd3eb832af982ec71669e178424b10dca2ede,16271462,19759704,24887282120,2583,81,58.42%,1.55%,3.56%,0.08%,5,4,4,3
0x80fb784b7ed66730e8b1dbd9820afd29931aab03,4309888,19756282,24625704356,6872,215,50.28%,2.26%,3.42%,0.07%,10,9,8,7
0xe42f02713aec989132c1755117f768dbea523d2f,12485690,16852303,24514555383,14250,446,40.58%,1.45%,3.71%,0.09%,20,20,21,18
0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,18940312,19759705,24505338473,4948,155,38.28%,1.82%,4.06%,0.14%,7,8,8,7
0xb81965ddfdda3923f292a47a1be83ba3a36b5133,17228162,19757946,24367020942,5150,161,57.50%,1.30%,1.84%,0.04%,2,3,3,2
0x0ebdc65e7e9132cb41ac5cbd0101b799d7adb475,11752815,19759683,24110897117,22811,713,43.15%,1.34%,2.07%,0.04%,20,18,17,17
0xb576491f1e6e5e62f1d8f26062ee822b40b0e0d4,13783526,19759552,24106660370,22652,708,38.46%,1.02%,1.52%,0.06%,29,30,29,25
0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,11504587,19758207,24093550099,24195,757,29.20%,2.15%,3.31%,0.08%,36,37,33,30
0xf79d6afbb6da890132f9d7c355e3015f15f3406f,9288036,19445677,24091604409,11273,353,48.99%,2.46%,2.21%,0.05%,13,12,11,10
0x55296f69f40ea6d20e478533c15a6b08b654e758,4862313,19759684,24073352343,4204,132,49.05%,2.43%,1.90%,0,0,0,0,0
0x226bb599a12c826476e3a771454697ea52e9e220,4032456,19759563,24044522728,8580,269,27.46%,1.13%,2.87%,0.06%,9,8,7,7
0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,12369854,19759605,23944853706,22142,692,33.21%,1.43%,2.96%,0.05%,20,18,18,17
0x2b33cf282f867a7ff693a66e11b0fcc5552e4425,8495549,19759709,23912080109,12028,376,51.35%,1.64%,2.77%,0.07%,20,18,17,16
0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,5475823,19759664,23899934854,13089,410,55.08%,2.02%,2.39%,0.11%,20,19,17,17
0xa347c391bc8f740caba37672157c8aacd08ac567,17069899,19759361,23895442737,23264,727,43.32%,1.74%,2.55%,0.06%,32,30,29,25
0x4bba9b6b49f3dfa6615f079e9d66b0aa68b04a4d,15704886,19759702,23888781776,608,19,35.53%,2.47%,5.59%,0,0,0,0,0
0x4bf681894abec828b212c906082b444ceb2f6cf6,12687347,13596383,23774235264,12433,389,42.31%,1.38%,3.17%,0.04%,11,12,11,10
0x446c9033e7516d820cc9a2ce2d0b7328b579406f,5787388,19759068,23762162307,10856,340,44.12%,1.56%,3.03%,0.06%,13,13,12,11
0xa5644e29708357803b5a882d272c41cc0df92b34,12369821,19757316,23747932246,7700,241,46.78%,1.66%,3.19%,0,0,0,0,0
0x056e7916cdc2bc7414a903685938c707186d140d,10362669,19729552,23747372505,18804,588,37.43%,1.98%,2.78%,0.04%,14,14,14,13
0xb7ac09c2c0217b07d7c103029b4918a2c401eecb,6879870,10017382,23710645137,12376,387,33.79%,2.48%,3.48%,0.02%,7,7,7,6
0x885e20001d4007e768c7abc71865be18578d0261,12604124,13449587,23695922454,11480,359,29.82%,2.16%,4.35%,0.05%,10,10,11,9
0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,12369739,19759672,23627333928,22142,692,33.21%,1.43%,2.96%,0.05%,20,18,18,17
0x389999216860ab8e0175387a0c90e5c52522c945,11762238,19758695,23510604073,6816,213,35.97%,2.04%,2.95%,0.07%,7,7,6,7
0x8e0c00ed546602fd9927df742bbabf726d5b0d16,13160486,19759676,23486610430,982,31,54.58%,3.05%,2.04%,0,0,0,0,0
0xf5581dfefd8fb0e4aec526be659cfab1f8c781da,11891528,19759126,23439715629,14740,461,49.29%,1.48%,2.23%,0.03%,7,7,6,6
0x663a5c229c09b049e36dcc11a9b0d4a8eb9db214,11464017,19758122,23398926113,21788,681,52.23%,2.24%,1.81%,0.02%,9,8,7,8
0x904144473fde753dc0729608cfeea6f4a8b275e6,11691006,15164921,23295790144,13749,430,42.21%,1.41%,2.27%,0.04%,7,8,7,6
0xb4a81261b16b92af0b9f7c4a83f1e885132d81e4,12772102,19759691,23217696799,4437,139,40.39%,1.49%,2.77%,0.11%,7,9,8,7
0x73a052500105205d34daf004eab301916da8190f,9465586,19727880,23172606281,24005,751,46.45%,2.52%,4.29%,0.28%,86,78,76,80
0x3019d4e366576a88d28b623afaf3ecb9ec9d9580,12572979,19758298,23141031339,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x8ffd57a9b2dcc10327768b601468fa192adc5c86,16890817,18715362,23107509008,3440,108,34.74%,2.09%,4.59%,0.03%,2,2,2,2
0x55a6c7c923b33b4b4cb119c5ee3f10cf841f4e18,15638349,19758860,23059566791,24528,767,35.18%,1.60%,3.65%,0.30%,83,83,78,71
0x853d955acef822db058eb8505911ed77f175b99e,11465606,19759638,23044819040,14894,466,58.55%,0.89%,3.05%,0.04%,10,10,11,9
0x5764a6f2212d502bc5970f9f129ffcd61e5d7563,12376297,19759519,23030741841,22142,692,33.21%,1.43%,2.96%,0.05%,22,20,21,20
0x27c70cd1946795b66be9d954418546998b546634,10778198,19759686,23026868160,5525,173,40.78%,1.92%,3.02%,0.24%,16,17,17,17
0xd8ee69652e4e4838f2531732a46d1f7f584f0b7f,10778615,19631786,23004083199,5880,184,33.93%,2.38%,5.63%,0.07%,9,8,8,7
0xc5d105e63711398af9bbff092d4b6769c82f793d,5068276,16752059,22873909997,5777,181,50.79%,2.15%,2.20%,0.09%,9,8,7,7
0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,12473309,19759706,22828328529,9477,297,42.39%,1.21%,2.88%,0.14%,20,19,18,16
0xc5fb36dd2fb59d3b98deff88425a3f425ee469ed,14845838,19759688,22739099600,7699,241,37.75%,2.52%,3.99%,0.05%,6,5,6,5
0xbbf1ee38152e9d8e3470dc47947eaa65dca94913,17210368,19759682,22657658973,17646,552,48.61%,1.90%,2.93%,0.05%,14,14,14,14
0x0fc3657899693648bba4dbd2d8b33b82e875105d,12422028,19759287,22602704897,23198,725,43.14%,1.31%,2.06%,0.06%,28,27,26,23
0xdbe1941bfbe4410d6865b9b7078e0b49af144d2d,16842892,19759703,22600656071,20871,653,31.87%,1.62%,2.32%,0.07%,29,32,31,29
0xab95e915c123fded5bdfb6325e35ef5515f1ea69,4303163,19755488,22526000615,1966,62,30.37%,1.73%,3.71%,0.15%,3,3,3,2
0x56d811088235f11c8920698a204a5010a788f4b3,10441248,19758194,22481757114,2187,69,31.92%,2.19%,3.16%,0.18%,3,5,5,4
0xf42aa99f011a1fa7cda90e5e98b277e306bca83e,13899842,17037166,22477907064,692,22,57.80%,1.88%,2.60%,0,0,0,0,0
0x25121eddf746c884dde4619b573a7b10714e2a36,12736200,19759216,22458551051,13306,416,38.87%,1.56%,3.50%,0.14%,28,28,25,25
0xa47c8bf37f92abed4a126bda807a7b7498661acd,11379632,19759442,22346553575,7084,222,55.72%,1.23%,1.88%,0.06%,6,5,5,5
0xb58a659eee982fe4e6ce0c2c37ebd0f7e8224d7e,19075930,19693325,22312686592,1159,37,37.96%,2.59%,4.40%,0.09%,2,2,3,2
0x0cfbed8f2248d2735203f602be0cae5a3131ec68,12564689,19758297,22257970617,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x0e42acbd23faee03249daff896b78d7e79fbd58e,14625055,19759680,22228256563,14431,451,49.41%,1.36%,2.82%,0.06%,13,12,14,13
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,12376048,19759645,22150503344,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x0fc584529a2aefa997697fafacba5831fac0c22d,14043197,19758700,22059584366,20981,656,38.46%,2.27%,2.96%,0.03%,11,12,12,12
0xb6ed7644c69416d67b522e20bc294a9a9b405b31,5039071,19757678,22056949574,8324,261,47.72%,2.25%,2.72%,0.10%,13,12,12,10
0x72e4f9f808c49a2a61de9c5896298920dc4eeea9,17228256,19759654,21859061310,7102,222,37.24%,2.25%,3.63%,0.07%,7,7,6,6
0xfad45e47083e4607302aa43c65fb3106f1cd7607,11809247,19759385,21805425340,13155,412,55.35%,2.08%,1.91%,0.05%,9,10,9,9
0x005d77e5eeab2f17e62a11f1b213736ca3c05cf6,13321233,14082719,21739140344,17637,552,38.51%,1.56%,2.89%,0.02%,11,10,9,8
0x0816df553a89c4bff7ebfd778a9706a989dd3ce3,15582726,19759611,21723847507,2561,81,42.91%,1.99%,4.41%,0.12%,6,5,6,6
0xc71b5f631354be6853efe9c3ab6b9590f8302e81,19404139,19759706,21678774329,5824,182,53.62%,1.60%,3.23%,0.15%,13,15,14,14
0x9091dda480b232133a7d2e4cb23336b4f0293196,12687347,14500750,21671400650,5525,173,33.54%,1.56%,3.51%,0.09%,10,10,9,8
0x24179cd81c9e782a4096035f7ec97fb8b783e007,12178632,19759484,21657699775,14129,442,36.39%,2.40%,2.91%,0.04%,10,9,8,9
0xabefbc9fd2f806065b4f3c237d4b59d9a97bcac7,11565108,19753490,21652012182,15214,476,38.29%,1.52%,3.65%,0.05%,16,14,15,13
0x0deaf87519d434dcf74551b2e907af18d2304946,11922520,19759295,21643588107,22811,713,43.15%,1.34%,2.07%,0.04%,20,18,17,17
0xb16c1342e617a5b6e4b631eb114483fdb289c0a4,14650105,19758156,21584310845,7488,234,41.56%,2.23%,3.58%,0.16%,20,23,22,20
0x33fd426905f149f8376e227d0c9d3340aad17af1,14933650,19759695,21567722898,807,26,40.52%,2.11%,4.21%,0,0,0,0,0
0xd37bbe5744d730a1d98d8dc97c42f0ca46ad7146,15001909,19759708,21466080745,5141,161,30.81%,2.47%,3.75%,0,0,0,0,0
0x0a9f824c05a74f577a536a8a0c673183a872dff4,16550191,19757988,21436038091,2705,85,37.82%,2.33%,3.29%,0.07%,5,4,4,3
0x00a773bd2ce922f866bb43ab876009fb959d7c29,10958257,19759685,21376735382,9571,300,52.62%,1.70%,2.02%,0.05%,7,8,8,7
0x314159265dd8dbb310642f98f50c066173c1259b,3327421,19759589,21312115781,538,17,47.21%,3.16%,2.04%,0.19%,2,2,2,2
0xc8c212f11f6acca77a7afeb7282deba5530eb46c,12004790,17155367,21250194796,5879,184,37.73%,1.41%,2.74%,0.03%,5,5,5,4
0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,14402859,19759680,21242516622,9364,293,33.82%,1.95%,2.87%,0.06%,11,10,9,9
0x06cb22615ba53e60d67bf6c341a0fd5e718e1655,13044095,19759277,21098159368,45,2,46.67%,0,2.22%,2.22%,2,2,2,1
0x6f400810b62df8e13fded51be75ff5393eaa841f,9340177,18711899,21049311873,23307,729,32.09%,1.66%,2.67%,0.05%,24,25,24,21
0x9ebfb53fa8526906738856848a27cb11b0285c3f,15223734,18295281,21043686342,14538,455,39.31%,2.27%,3.52%,0.01%,5,4,4,4
0xcca06cd29c61123d9d65b904b18174382380ca64,12297849,19433031,20981375879,6803,213,28.03%,1.93%,3.07%,0.04%,7,7,6,6
0xd8de6af55f618a7bc69835d55ddc6582220c36c0,13181841,19755829,20979207171,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x79a8c46dea5ada233abaffd40f3a0a2b1e5a4f27,9567303,19744897,20871789593,21590,675,36.84%,3.15%,3.37%,0.01%,9,8,7,7
0x41e5560054824ea6b0732e656e3ad64e20e94e45,4009734,19759699,20848852723,4160,130,31.01%,1.13%,3.51%,0.10%,7,7,6,5
0x84a0856b038eaad1cc7e297cf34a7e72685a8693,12216864,19758870,20755603594,5340,167,36.93%,1.33%,3.45%,0.07%,9,8,8,8
0xf8a95b2409c27678a6d18d950c5d913d5c38ab03,12379095,19271682,20721735531,22142,692,33.21%,1.43%,2.96%,0.05%,20,18,18,17
0xd0921691c7debc698e6e372c6f74dc01fc9d3778,15169407,19586224,20715331531,6003,188,39.55%,3.17%,1.45%,0.25%,11,13,13,13
0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,5260605,19759210,20691896598,6051,190,29.27%,2.66%,3.52%,0.08%,6,7,7,6
0x89b78cfa322f6c5de0abceecab66aee45393cc5a,11478098,19759672,20685089479,5921,186,60.23%,1.76%,1.89%,0.02%,2,3,3,2
0x6b7a87899490ece95443e979ca9485cbe7e71522,12676004,19750075,20683229015,18508,579,34.51%,2.69%,3.79%,0.06%,21,22,22,21
0xdc0327d50e6c73db2f8117760592c8bbf1cdcf38,14488169,19759279,20650938069,13488,422,52.51%,2.42%,4.31%,0.03%,7,7,6,5
0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,17065286,19759652,20649079440,23689,741,55.73%,0.68%,3.21%,0.05%,29,29,27,26
0x27182842e098f60e3d576794a5bffb0777e025d3,13708844,19756724,20642905575,907,29,55.13%,1.98%,2.65%,0,0,0,0,0
0x6ca298d2983ab03aa1da7679389d955a4efee15c,16954896,19759690,20478352113,22962,718,32.94%,1.37%,2.93%,0.03%,16,15,14,12
0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9,11378657,19759443,20274055618,7084,222,55.69%,1.23%,1.88%,0.06%,6,5,5,5
0x223c067f8cf28ae173ee5cafea60ca44c335fecb,6784943,19758162,20240279443,15873,497,31.85%,2.29%,2.60%,0.03%,10,9,9,9
0x0f7b3f5a8fed821c5eb60049538a548db2d479ce,16695214,19759669,20171843631,15496,485,41.68%,1.61%,3.49%,0.14%,29,29,30,31
0x6d7c44773c52d396f43c2d511b81aa168e9a7a42,14166745,19759656,20167100927,14509,454,28.13%,1.94%,2.86%,0.03%,9,8,8,7
0xf5c9f957705bea56a7e806943f98f7777b995826,12831579,19759690,20166134789,6237,195,36.03%,1.59%,2.63%,0,0,0,0,0
0xde1fcfb0851916ca5101820a69b13a4e276bd81f,12686688,19759709,20121222100,1607,51,37.27%,1.62%,2.55%,0.06%,2,2,2,1
0x03b59bd1c8b9f6c265ba0c3421923b93f15036fa,15373892,19759515,20066962051,22134,692,47.30%,1.79%,3.18%,0.04%,10,12,11,11
0x0000000005048a67877ab97f60d0e7de0e6878e8,17069899,19759361,20024365785,45,2,46.67%,0,2.22%,0,0,0,0,0
0x92560c178ce069cc014138ed3c2f5221ba71f58a,13578816,19759632,19939265641,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x5ac4182a1dd41aeef465e40b82fd326bf66ab82c,16896718,19218532,19890385432,23683,741,52.95%,1.50%,2.63%,0.02%,9,9,8,8
0xdf1a1b60f2d438842916c0adc43748768353ec25,14004967,19536366,19886002348,11884,372,54.06%,0.99%,3.21%,0.04%,10,10,9,8
0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,10732330,19759696,19877170239,2276,72,39.24%,3.87%,3.43%,0.22%,6,7,8,7
0x43260ee547c3965bb2a0174763bb8fecc650ba4a,17473959,19692129,19809689996,22383,700,59.76%,1.16%,2.26%,0.01%,9,8,7,6
0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,3902331,19759675,19751438375,9604,301,31.33%,1.35%,4.18%,0.09%,11,12,11,10
0xed5af388653567af2f388e6224dc7c4b3241c544,13987845,19759074,19746046648,14251,446,44.03%,1.52%,3.45%,0.08%,20,18,17,15
0xba727c69636491ecdfe3e6f64cbe9428ad371e48,10364433,14388614,19701679729,12861,402,45.20%,1.45%,2.85%,0.05%,14,13,13,11
0xd4c435f5b09f855c3317c8524cb1f586e42795fa,4254722,19759049,19669839625,6877,215,28.81%,2.69%,4.28%,0.07%,7,9,8,7
0xa71d0588eaf47f12b13cf8ec750430d21df04974,14402212,19759668,19669351044,2278,72,40.56%,1.54%,3.47%,0.13%,3,3,3,2
0xf5fab5dbd2f3bf675de4cb76517d4767013cfb55,11039646,19756442,19631525438,7755,243,31.06%,1.84%,2.64%,0.08%,11,12,11,10
0x3c68dfc45dc92c9c605d92b49858073e10b857a6,11463003,19759656,19619986137,5501,172,40.21%,1.55%,2.53%,0.02%,3,3,3,2
0x52595021fa01b3e14ec6c88953afc8e35dff423c,15926608,19759597,19578103837,8409,263,28.24%,1.83%,2.78%,0.02%,3,3,3,3
0x510100d5143e011db24e2aa38abe85d73d5b2177,17580248,19759704,19519518822,22142,692,33.21%,1.43%,2.96%,0.05%,20,18,18,17
0x997c5422f9f9086ed59fe4c703387bb4fd1009f7,18574530,19507905,19421380338,24465,765,46.36%,2.03%,3.26%,0.04%,21,19,20,19
0x0cf0ee63788a0849fe5297f3407f701e122cc023,4067659,19756329,19365502987,5786,181,31.59%,1.00%,3.96%,0.10%,9,9,8,8
0x1dfe7ca09e99d10835bf73044a23b73fc20623df,13160026,19758036,19321305286,20958,655,47.61%,1.97%,4.38%,0.03%,13,12,13,11
0x4b90695c2013fc60df1e168c2bcd4fd12f5c9841,12068292,12869142,19306048025,15277,478,35.75%,2.21%,3.60%,0.03%,9,8,8,8
0x0fd829c3365a225fb9226e75c97c3a114bd3199e,13183164,19757811,19204817205,1501,47,42.64%,1.93%,3.73%,0.20%,5,5,5,6
0x8430be7b8fd28cc58ea70a25c9c7a624f26f5d09,16141533,19618124,19169177453,24394,763,44.72%,1.80%,2.82%,0.10%,36,34,33,31
0xc8c3cc5be962b6d281e4a53dbcce1359f76a1b85,14211759,19758697,19037011177,8713,273,44.58%,2.08%,3.41%,0.05%,7,8,8,8
0x00011d38cc3597cd87cf2e758b9f6959036b3017,4756321,19759298,19035931023,9021,282,43.90%,2.97%,2.77%,0.02%,5,4,5,4
0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,8099201,19759297,18987921732,3662,115,54.42%,1.64%,2.46%,0.08%,6,5,5,5
0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,16951168,19759481,18923184270,24466,765,38.07%,1.70%,2.99%,0.08%,35,39,36,34
0x0346638fef4694629425336c3297bd0537fa7b43,16304578,19758665,18910152622,1911,60,43.12%,2.30%,4.19%,0.10%,3,4,5,4
0x85da3727b0be6096654691d26939f62526ad7ffe,15452806,19012376,18859978916,3440,108,41.72%,1.86%,3.05%,0.09%,6,8,7,6
0x8390a1da07e376ef7add4be859ba74fb83aa02d5,18496261,19759693,18735861264,6646,208,35.75%,0,3.72%,0.17%,17,15,16,17
0x5133522ea5a0494ecb83f26311a095ddd7a9d4b6,16949637,19759650,18687238846,24194,757,40.28%,1.85%,3.63%,0.18%,55,57,59,53
0xfb66321d7c674995dfcc2cb67a30bc978dc862ad,17573478,19759092,18625920264,8122,254,34.70%,0,3.72%,0.09%,11,10,9,9
0xdb8d79c775452a3929b86ac5deab3e9d38e1c006,17023650,19756128,18607776154,20640,645,38.09%,1.65%,2.97%,0.07%,14,17,15,15
0x0000000000000068f116a894984e2db1123eb395,19442353,19759708,18597232100,23981,750,42.60%,0,3.77%,0.15%,53,55,57,51
0x5b7533812759b45c2b44c19e320ba2cd2681b542,12327094,19759686,18542478058,6403,201,41.06%,1.41%,2.92%,0.06%,6,7,6,5
0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,12561607,19759575,18503686664,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0xd0da9cbea9c3852c5d63a95f9abcc4f6ea0f9032,16886595,19687753,18461847973,24517,767,37.44%,2.23%,4.55%,0.15%,51,50,49,44
0x000da9c08c45707535b62a1dd05a6ac6896f57c3,11452272,19758458,18412484080,18653,583,31.90%,2.24%,3.64%,0.04%,13,12,11,10
0x1e4ede388cbc9f4b5c79681b7f94d36a11abebc9,14202592,19758553,18391931483,3110,98,42.48%,1.35%,3.44%,0.19%,7,8,7,6
0xa8b919680258d369114910511cc87595aec0be6d,10057684,19758891,18332358622,11748,368,35.64%,1.34%,2.33%,0.05%,10,9,8,9
0x932261f9fc8da46c4a22e31b45c4de60623848bf,14763405,19759701,18255236899,6874,215,41.45%,1.64%,4.00%,0.10%,11,12,11,11
0x498c5431eb517101582988fbb36431ddaac8f4b1,11614718,19676514,18234784747,12570,393,36.96%,1.66%,3.68%,0.04%,13,12,11,10
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,11053206,19759680,18149495765,6318,198,40.91%,1.42%,2.96%,0.08%,9,9,8,7
0x01bf66becdcfd6d59a5ca18869f494fea086cdfd,17236654,19759664,18122165887,855,27,54.39%,1.75%,3.63%,0,0,0,0,0
0x005efb3633638dd0dd336ce671920bccb1ea82bd,9793782,19756626,18044021959,9509,298,35.65%,1.72%,2.85%,0.04%,7,7,6,5
0x8762db106b2c2a0bccb3a80d1ed41273552616e8,7776126,19759004,18014598379,4470,140,49.51%,1.95%,2.98%,0.20%,10,10,11,11
0x9509665d015bfe3c77aa5ad6ca20c8afa1d98989,10952830,16168663,17981174453,12191,381,36.45%,1.95%,3.89%,0.02%,6,5,5,5
0x2cc8342d7c8bff5a213eb2cde39de9a59b3461a7,15663227,19729523,17914188561,9672,303,39.01%,2.02%,3.84%,0.17%,20,18,17,17
0xd505c3822c787d51d5c2b1ae9adb943b2304eb23,10168458,16493601,17857873687,6635,208,30.96%,2.31%,3.15%,0.08%,7,7,7,6
0x7ff4169a6b5122b664c51c95727d87750ec07c84,11899285,19759381,17810553378,8774,275,36.22%,2.09%,2.88%,0.07%,9,8,7,7
0x3154cf16ccdb4c6d922629664174b904d80f2c35,17482144,19759655,17802988737,2513,79,60.01%,1.79%,3.02%,0,0,0,0,0
0xf1f3ca6268f330fda08418db12171c3173ee39c9,13267850,19758788,17782610106,16327,511,36.32%,1.95%,3.55%,0.08%,20,20,21,19
0x595832f8fc6bf59c85c527fec3740a1b7a361269,3811920,19759632,17633844780,4831,151,47.32%,1.78%,2.55%,0.10%,7,7,7,6
0xdfda04f980be6a64e3607c95ca26012ab9aa46d3,17445570,19759703,17621166575,7133,223,46.91%,1.53%,3.10%,0.10%,11,13,14,12
0xeee90e509a639e95e3bb502b17a0eed6e014bfc0,8200382,11029530,17614249460,12696,397,32.83%,2.82%,2.84%,0.07%,17,18,16,15
