example address,earliest block,latest block,gas used,code length,code chunks,push bytes,PUSH1 zeros,jumpdests,invalid jumpdests,scheme f11,scheme f10,scheme f9,scheme f8
0xf849de01b080adc3a814fabe1e2087475cf2e354,14139361,19759500,113237265679,4344,136,34.09%,3.11%,4.67%,0.05%,5,4,4,4
0x35d1b3f3d7966a1dfe207aa4514c12a259a0492b,8928152,19759672,113138603861,13493,422,51.63%,2.40%,1.83%,0.01%,3,3,3,3
0x6bf5ed59de0e19999d264746843ff931c0133090,16085398,19759518,112643721733,24575,768,34.77%,2.01%,4.02%,0.16%,53,54,52,47
0x545496300d62c95e9d712b6dd2f010d1c256647f,13753962,14806433,111036865318,15857,496,29.34%,2.09%,4.16%,0.05%,14,17,15,13
0x44e94034afce2dd3cd5eb62528f239686fc8f162,15971972,19759400,110083020272,15759,493,38.59%,1.54%,2.68%,0.14%,16,19,18,16
0x4976fb03c32e5b8cfe2b6ccb31c09ba78ebaba41,9418322,19759636,109856877986,14153,443,36.17%,3.26%,4.42%,0.02%,9,8,7,6
0x0e3a2a1f2146d86a604adc220b4967a898d7fe07,8945014,19704577,108277574602,24049,752,33.47%,1.71%,2.85%,0.07%,32,32,30,28
0x45f783cce6b7ff23b2ab2d70e416cdb7d6055f51,9476528,19727880,107834881168,21558,674,36.83%,3.15%,3.36%,0.02%,14,13,12,10
0xa5025faba6e70b84f74e9b1113e5f7f4e7f4859f,5163172,18042642,107687137634,1874,59,30.52%,1.65%,3.58%,0,0,0,0,0
0x1f98431c8ad98523631ae4a59f267346ea31f984,12369662,19759678,106697330552,24535,767,33.21%,1.48%,2.91%,0.05%,22,22,21,19
0x34cfac646f301356faa8b21e94227e3583fe3f5f,9122154,19759682,106066351182,24040,752,53.33%,1.58%,1.65%,0.06%,31,30,31,28
0x9aab3f75489902f3a48495025729a0af77d4b11e,10403277,19758177,105355226188,9699,304,35.92%,1.68%,2.56%,0.04%,10,10,9,8
0xc1e088fc1323b20bcbee9bd1b9fc9546db5624c5,12974077,19759639,104982467150,5547,174,39.53%,1.35%,2.24%,0.02%,2,3,3,2
0x0a267cf51ef038fc00e71801f5a524aec06e4f07,13074884,18833095,104056842527,14165,443,32.42%,2.48%,3.99%,0.07%,20,19,21,20
0x536c55cfe4892e581806e10b38dfe8083551bd03,12116353,19759579,103458620085,3750,118,30.67%,2.13%,3.31%,0.19%,9,9,8,8
0x644e6ad1fe024d2b1e8a365bfb9d0086bd72cd8e,13219578,17191087,103111021802,22357,699,49.68%,1.27%,3.15%,0.05%,22,25,24,21
0x01aac5236ad205ebbe4f6819bc64ef5bef40b71c,9130433,14030618,101437026263,10542,330,31.61%,3.08%,3.45%,0.05%,9,8,12,10
0x8d90113a1e286a5ab3e496fbd1853f265e5913c6,11463062,19759673,101342285745,9355,293,45.56%,1.45%,3.24%,0.07%,7,8,8,7
0xa2b4c0af19cc16a6cfacce81f192b024d625817d,12260527,19759663,100539605482,13784,431,55.58%,2.00%,1.94%,0.03%,5,4,4,4
0xd533a949740bb3306d119cc777fa900ba034cd52,10647812,19759699,100067221938,4369,137,38.61%,4.03%,3.69%,0.07%,3,3,3,2
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,12370624,19759671,99888582417,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x150f94b44927f078737562f0fcf3c95c01cc2376,15035902,19759705,99771113040,2254,71,43.88%,1.91%,2.97%,0.09%,3,3,3,2
0x013c66b6734f6af43b9ee2e8a8bc5138f9ae5557,12602930,13263870,98955467877,24168,756,26.83%,2.01%,3.54%,0.12%,46,53,51,48
0x3c11f6265ddec22f4d049dde480615735f451646,17181196,19759702,98732433987,7222,226,53.77%,1.88%,2.70%,0.01%,3,3,3,2
0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e,4892038,19759230,98729168502,11074,347,43.36%,1.62%,3.10%,0.05%,11,10,9,9
0x0d8775f648430679a709e98d2b0cb6250d2887ef,3788601,19759686,97915417174,3284,103,31.97%,1.95%,4.51%,0.21%,10,9,12,11
0x025801923b2940b7b84d81722b00267c379d6a38,15219810,19759708,97366536666,2739,86,60.06%,1.42%,3.29%,0.04%,3,3,3,2
0x6690819cb98c1211a8e38790d6cd48316ed518db,7143892,11029520,97046254830,12285,384,32.84%,2.87%,2.88%,0.06%,14,13,12,11
0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,11437179,19759288,96577615918,24451,765,29.95%,1.81%,2.49%,0.23%,80,83,83,90
0x5e4e65926ba27467555eb562121fac00d24e9dd2,13597312,19647502,96536852745,6558,205,50.56%,1.85%,2.90%,0.08%,10,10,11,10
0x79f6d0f646706e1261acf0b93dcb864f357d4680,4752008,19758458,96406352385,3379,106,37.02%,2.43%,3.70%,0.12%,6,5,5,5
0x95e6f48254609a6ee006f7d493c8e5fb97094cef,8140788,19759673,95695907860,3914,123,63.39%,1.28%,1.76%,0.05%,5,4,4,3
0x03470b57b05089ee40c651dac9e0387f1f3cb46f,14036566,19759707,95204049365,45,2,46.67%,0,2.22%,0,0,0,0,0
0x00010b70fb3053e1bfa757a305ba6760362331c8,14806049,19758872,95012637826,855,27,53.45%,1.75%,3.63%,0,0,0,0,0
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,14173395,19759677,94032562460,5725,179,39.76%,1.75%,3.88%,0.02%,2,2,3,2
0x02d5c618dbc591544b19d0bf13543c0728a3c4ec,9085440,19589079,93934295048,11273,353,49.04%,2.46%,2.21%,0.06%,14,13,13,12
0x3a23f943181408eac424116af7b7790c94cb97a5,16849275,19759706,93403535104,24305,760,59.98%,0.74%,2.76%,0.21%,75,84,80,92
0x722122df12d4e14e13ac3b6895a86e84145b6967,12144020,15362174,93336865502,5732,180,34.93%,1.83%,3.94%,0.03%,6,5,5,4
0x60594a405d53811d3bc4766596efd80fd545a270,12375738,19759705,93330608910,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x9813037ee2218799597d83d4a5b6f3b6778218d9,12771694,19759705,93201269613,7392,231,39.65%,1.39%,2.50%,0.11%,13,13,13,12
0x16ca3e500da893cf2eebb6b401247e68ca5bc072,14417022,19759630,92198071659,2251,71,44.16%,1.55%,4.18%,0.13%,6,5,5,6
0x01b915677eeadfef7bc60379013f06a839fef584,12174682,19759666,92165576290,19018,595,33.39%,2.18%,3.75%,0.04%,13,14,13,13
0x5eb5babcefea846b220c82f222f00df95934f5f0,16677345,19759660,92139281649,24493,766,50.71%,1.60%,2.89%,0.22%,77,79,84,86
0x0061d59560f6531488474f0611569983ac7421b3,15060059,19749407,92027858706,45,2,46.67%,0,2.22%,0,0,0,0,0
0x744d70fdbe2ba4cf95131626614a1763df805b9e,3898983,19759612,90908392803,7076,222,29.61%,2.26%,4.27%,0.08%,9,10,9,8
0x1066cecc8880948fe55e427e94f1ff221d626591,15444023,19759709,90797906306,5766,181,32.81%,2.34%,3.43%,0.28%,18,19,22,21
0x0000000000013949f288172bd7e36837bddc7211,6906718,19759696,90738733695,1479,47,50.91%,1.08%,3.18%,0.07%,3,3,3,2
0x72adadb447784dd7ab1f472467750fc485e4cb2d,4213101,19750104,90598532558,9632,301,44.82%,0.85%,3.02%,0.05%,9,8,7,7
0x05946b1b80ce4de235350d8955c5c751860d5399,9133725,19759654,90544728961,2240,70,58.97%,1.61%,3.44%,0.09%,5,5,5,4
0x2f50d538606fa9edd2b11e2446beb18c9d5846bb,10647879,19759676,90167325951,12013,376,37.87%,2.88%,3.10%,0.06%,14,15,15,14
0x4a14347083b80e5216ca31350a2d21702ac3650d,12860498,19759672,90036635478,19897,622,43.84%,1.34%,3.16%,0.02%,10,9,8,8
0x6982508145454ce325ddbe47a25d4ec3d2311933,17046152,19759709,89177731698,4517,142,40.45%,1.13%,4.32%,0.15%,9,8,7,7
0x59728544b08ab483533076417fbbb2fd0b17ce3a,13885636,18903078,89118697692,16808,526,57.65%,1.21%,2.43%,0.05%,14,14,14,14
0x448a5065aebb8e423f0896e6c5d525c040f59af3,4752011,19751853,88700857041,10370,325,33.33%,2.67%,3.65%,0.02%,5,4,5,4
0x4585fe77225b41b697c938b018e2ac67ac5a20c0,12376387,19759705,88596021414,22142,692,33.21%,1.43%,2.96%,0.05%,20,18,18,17
0xd26114cd6ee289accf82350c8d8487fedb8a0c07,3978334,19759672,88356335979,3916,123,35.52%,2.04%,4.39%,0.15%,9,8,7,8
0x4f4495243837681061c4743b74b3eedf548d56a5,13857889,19759701,88160515030,1205,38,35.10%,2.99%,4.56%,0,0,0,0,0
0x64b761d848206f447fe2dd461b0c635ec39ebb27,16291127,19759708,88152198176,2400,75,58.33%,2.21%,3.54%,0.04%,3,3,3,2
0xbcd7254a1d759efa08ec7c3291b2e85c5dcc12ce,13975055,19759265,88072271561,8475,265,57.88%,1.66%,2.61%,0.04%,7,7,6,6
0x94235659cf8b805b2c658f9ea2d6d6ddbb17c8d7,12771812,19758773,87780614353,13797,432,43.39%,1.30%,2.78%,0.03%,6,5,6,6
0x4d224452801aced8b2f0aebe155379bb5d594381,14204579,19759708,87418342874,2244,71,40.11%,1.56%,3.52%,0.13%,3,3,3,2
0xbe5dab4a2e9cd0f27300db4ab94bee3a233aeb19,13597314,17422506,87271123059,8206,257,51.90%,1.56%,2.97%,0.06%,9,10,11,9
0x00907f9921424583e7ffbfedf84f92b7b2be4977,16496792,19759708,86477976677,2400,75,58.33%,2.21%,3.54%,0.04%,3,3,3,2
0xd1917932a7db6af687b523d5db5d7f5c2734763f,8075449,19747396,86158569070,2546,80,45.29%,1.45%,2.67%,0,0,0,0,0
0x16938e4b59297060484fa56a12594d8d6f4177e8,17326991,19419531,86147916433,12083,378,38.01%,1.51%,4.04%,0.04%,9,9,8,8
0x135dda560e946695d6f155dacafc6f1f25c1f5af,17445568,19759703,85979843399,2151,68,44.96%,1.81%,4.14%,0.37%,11,12,12,10
0xb6c057591e073249f2d9d88ba59a46cfc9b59edb,9833724,19744897,85448456798,10476,328,36.63%,4.45%,3.78%,0.03%,7,8,7,6
0x3506424f91fd33084466f402d5d97f05f8e3b4af,6585679,19759702,85379573756,6113,192,52.00%,2.47%,2.27%,0.18%,14,15,15,13
0x3416cf6c708da44db2624d63ea0aaef7113527c6,13609065,19759704,83737971611,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x3e66b66fd1d0b02fda6c811da9e0547970db2f21,10730588,19700083,83700437109,13397,419,31.12%,2.52%,4.50%,0.04%,10,12,11,10
0x14716c982fd8b7f1e8f0b4dbb496dce438a29d93,11019044,19759402,83245742795,2261,71,59.22%,1.59%,3.49%,0.09%,5,4,4,3
0x425372c0ac9d559a186a08a3854e0ddea1a00d5c,6558988,12513801,82948990686,16136,505,33.53%,2.75%,3.25%,0.08%,24,23,24,22
0x4e15361fd6b4bb609fa63c81a2be19d873717870,5787459,19759709,82660560812,9901,310,35.23%,2.39%,3.90%,0.12%,18,20,24,21
0xff20817765cb7f73d4bde2e66e067e58d11095c2,10640473,19759689,82562755631,13920,435,29.75%,1.77%,2.40%,0.09%,18,18,16,15
0x6ebeaf8e8e946f0716e6533a6f2cefc83f60e8ab,5970002,19362577,82534430448,16159,505,30.28%,2.14%,3.22%,0.07%,18,17,17,18
0x4fabb145d64652a948d72533023f6e7a623c7c53,8493162,19759595,82088235040,1506,48,55.25%,1.13%,3.45%,0.20%,6,5,5,4
0x2a842bc64343fad4ec4a8424ba7ff3c0a70b6e55,8530735,13532246,81287915890,12366,387,47.79%,1.86%,4.48%,0.04%,10,9,8,7
0x4da27a545c0c5b758a6ba100e3a049001de870f5,10927023,19759686,81193349184,2309,73,40.88%,1.95%,3.72%,0.09%,5,5,5,4
0x37236cd05b34cc79d3715af2383e96dd7443dcf1,9130276,19758028,80113149829,7848,246,31.83%,2.79%,3.49%,0.05%,7,7,6,5
0x6d596fdfd3381ebb5ecd526ebcaec8cc2ba019ff,17970981,19759318,79769788452,5589,175,38.15%,1.86%,2.99%,0.04%,3,3,3,2
0xffa397285ce46fb78c588a9e993286aac68c37cd,11934262,19759691,79672069052,751,24,54.46%,2.00%,1.73%,0.13%,2,3,3,2
0xa0425d71cb1d6fb80e65a5361a04096e0672de03,18715403,19527755,79581166749,3634,114,56.88%,1.73%,3.14%,0.03%,2,2,2,2
0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0,11895882,19759703,78839957693,2779,87,54.80%,2.27%,2.88%,0.04%,2,2,2,1
0x617dee16b86534a5d792a4d7a62fb491b544111e,15224307,19671420,78761542804,17044,533,47.54%,1.40%,3.34%,0.06%,21,23,22,20
0xc0829421c1d260bd3cb3e0f06cfe2d52db2ce315,4261618,19747851,78250371928,3787,119,30.31%,2.06%,4.25%,0.11%,5,4,4,4
0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,10736282,19759634,77311094217,6897,216,37.25%,1.46%,2.54%,0.09%,10,9,8,8
0x1715a3e4a142d8b698131108995174f37aeba10d,17264183,19759688,77261307139,1222,39,34.62%,2.54%,4.42%,0,0,0,0,0
0x02651e355d26f3506c1e644ba393fdd9ac95eaca,14609394,19759490,76901499350,1756,55,45.56%,2.05%,4.04%,0.06%,3,3,3,2
0x308861a430be4cce5502d0a12724771fc6daf216,17664318,19759709,76367654204,845,27,51.83%,1.89%,3.91%,0,0,0,0,0
0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,7710769,19759673,76312550194,19629,614,33.44%,2.26%,3.70%,0.10%,32,37,35,34
0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,12535523,19757591,75727532984,13784,431,55.62%,2.00%,1.94%,0.03%,5,4,4,4
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,4162059,19759709,75615857543,3045,96,31.99%,1.97%,4.60%,0.20%,7,7,6,7
0x0008d79c3276ed8bce0b22036bcbab9638a2c8c8,9747447,19752197,75037930151,45,2,46.67%,0,2.22%,0,0,0,0,0
0xb48eb8368c9c6e9b0734de1ef4ceb9f484b80b9c,17608484,19759164,74997932270,3371,106,46.10%,1.31%,3.62%,0.15%,6,8,7,7
0x12459c951127e0c374ff9105dda097662a027093,4157601,11350037,74924685847,11140,349,39.66%,1.97%,2.81%,0.02%,5,4,4,4
0xbd13e53255ef917da7557db1b7d2d5c38a2efe24,7315369,19752023,74397574938,11287,353,47.86%,2.48%,2.76%,0.05%,6,5,6,6
0x000000000000aaeb6d7670e522a718067333cd4e,15907065,19759707,74304903531,14408,451,59.17%,1.26%,2.30%,0.08%,24,29,26,24
0x9d58779365b067d5d3fcc6e92d237acd06f1e6a1,12316619,19759609,74175181217,24505,766,40.27%,1.69%,3.08%,0.08%,40,38,35,37
0x17144556fd3424edc8fc8a4c940b2d04936d17eb,17266004,19759709,74096806017,23361,731,39.66%,2.05%,3.15%,0.09%,33,33,33,32
0xf4985070ce32b6b1994329df787d1acc9a2dd9e2,5318592,16912916,73256449098,3880,122,36.91%,2.27%,2.99%,0.05%,3,4,4,4
0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038,8928674,19759381,72441123826,18883,591,27.02%,3.24%,2.89%,0.01%,5,4,5,4
0x0010836e37858b8b4ed635d6f51a5fd8304b1cb4,9644544,19758837,72337944949,230,8,43.48%,4.35%,1.74%,0,0,0,0,0
0x990f341946a3fdb507ae7e52d17851b87168017c,10616284,19759170,71116809344,4331,136,50.33%,1.50%,2.08%,0.07%,5,4,4,3
0x0003fca368838e813fb6d80e6ade47104980158a,12071584,19758899,71105988423,45,2,46.67%,0,2.22%,0,0,0,0,0
0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,11465745,19759639,70693221665,12769,400,57.79%,1.03%,2.76%,0.03%,6,7,6,5
0xfe02a32cbe0cb9ad9a945576a5bb53a3c123a3a3,12071451,19758899,70680906912,807,26,63.32%,2.35%,2.11%,0.25%,3,3,5,4
0xc0bef2d373a1efade8b952f33c1370e486f209cc,16790293,19759661,69468115908,22809,713,33.20%,1.83%,4.08%,0.07%,25,25,25,22
0xf164fc0ec4e93095b804a4795bbe1e041497b92a,10008555,19759707,69249252518,16363,512,48.87%,1.50%,2.18%,0.01%,6,5,5,5
0x6000da47483062a0d734ba3dc7576ce6a0b645c4,17780843,19759705,69152394407,12317,385,46.98%,1.56%,2.83%,0.06%,17,17,15,14
0x0776358b1d2dec652681e60d1ddb6dd84ac27372,6567791,19748711,68992386769,16830,526,33.30%,2.91%,3.09%,0.10%,28,32,31,28
0x0133aa47b6197d0ba090bf2cd96626eb71ffd13c,9152306,19589079,68327373393,11273,353,49.00%,2.46%,2.21%,0.05%,13,12,11,10
0x40a2accbd92bca938b02010e17a5b8929b49130d,12787308,19759709,67881892506,410,13,29.02%,3.17%,3.41%,0,0,0,0,0
0xd4416b13d2b3a9abae7acd5d6c2bbdbe25686401,16925638,19759703,67621482404,24389,763,40.50%,1.93%,3.27%,0.11%,32,32,33,30
0x5f890841f657d90e081babdb532a05996af79fe6,11955325,19759639,67367572906,24407,763,37.93%,3.26%,3.15%,0.07%,28,30,27,26
0x00ce8e3746240b0ca44046b550c8e54e848ae5b8,12060735,19758124,67207784164,1863,59,30.92%,1.77%,3.01%,0.05%,2,2,2,1
0x20955cb69ae1515962177d164dfc9522feef567e,11955333,19759639,66295729075,51,2,60.78%,11.76%,1.96%,0,0,0,0,0
0x142fd5b9d67721efda3a5e2e9be47a96c9b724a4,13694860,19759695,66170963537,24502,766,35.71%,1.99%,3.89%,0.14%,47,44,49,53
0x005e76a0f7a38e194f9271da36fe803836db3d0c,10549043,19735069,66100849959,4744,149,29.57%,2.11%,3.73%,0.06%,6,5,6,5
0x3819f64f282bf135d62168c1e513280daf905e06,14278390,19759224,65792808300,22131,692,36.59%,2.15%,3.02%,0.07%,21,20,23,21
0xf4d2888d29d722226fafa5d9b24f9164c092421e,13847677,19759708,65716112430,4154,130,59.48%,1.06%,2.60%,0.10%,5,4,4,4
0x0086e1e119ecc95be344c3efca7b39f15a01b423,10698615,16397696,65196224581,24513,767,54.49%,1.04%,2.19%,0.11%,33,30,30,29
0x14fbca95be7e99c15cc2996c6c9d841e54b79425,4752119,9683086,64459142099,13036,408,32.00%,2.49%,3.47%,0.02%,7,7,7,6
0x76481caa104b5f6bccb540dae4cefaf1c398ebea,8144408,18304242,64441662990,9634,302,45.14%,1.54%,3.52%,0.04%,9,8,8,7
0xc00e94cb662c3520282e6f5717214004a7f26888,9619917,19759707,64402783414,6795,213,40.29%,1.60%,3.81%,0.19%,16,19,20,19
0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,12686787,19759709,63805135390,1825,58,41.04%,1.81%,3.73%,0.05%,2,2,3,2
0x304a554a310c7e546dfe434669c62820b7d83490,1429008,19758095,63756562411,10838,339,29.71%,2.17%,2.20%,0.03%,3,4,4,3
0xa5407eae9ba41422680e2e00537571bcc53efbfd,9906835,19759565,63453780832,22180,694,36.90%,3.64%,3.45%,0.02%,14,13,12,10
0xf7914ebf0f021adaf95114b068502d0c7d107bc9,11127268,11901085,63371435985,5039,158,43.94%,1.85%,3.23%,0.04%,3,3,4,3
0x49048044d57e1c92a77f79988d21fa8faf74e97e,17482144,19759709,63287804575,2096,66,61.21%,1.62%,3.20%,0.05%,3,3,3,2
0xf411903cbc70a74d22900a5de66a2dda66507255,11788630,19759707,63003723704,18820,589,49.70%,1.73%,2.16%,0.04%,14,14,14,13
0xff1f2b4adb9df6fc8eafecdcbf96a2b351680455,14923083,19620667,62836178950,2739,86,60.35%,1.42%,3.29%,0.04%,3,3,3,2
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,12375326,19759674,62773900095,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x5954ab967bc958940b7eb73ee84797dc8a2afbb9,16119207,19759702,62440990965,23412,732,32.67%,2.03%,3.28%,0.04%,21,22,21,19
0x11950d141ecb863f01007add7d1a342041227b58,17083569,19759693,61607543844,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x9b9647431632af44be02ddd22477ed94d14aacaa,9543893,19758934,60540527092,6007,188,55.32%,2.28%,2.00%,0.07%,6,5,5,5
0x000000000000509081d6fcd3ee63e791ad1db763,15284661,18052547,60533133686,7920,248,34.52%,2.44%,1.65%,0.05%,9,8,8,7
0x6109dd117aa5486605fc85e040ab00163a75c662,9411223,13697601,60503560158,6274,197,46.70%,2.47%,2.18%,0.03%,6,5,5,4
0x037c8d42972c3c058224a2e51b5cb9b504f75b77,14883716,19758865,60362346476,680,22,40.29%,2.21%,4.56%,0,0,0,0,0
0xab167e816e4d76089119900e941befdfa37d6b32,13574062,19752317,60032871487,13081,409,38.66%,2.48%,3.65%,0.06%,13,12,13,12
0x00039b056b443012aa8985f024a6ee6c3277bcc7,7119707,19759219,59680728765,214,7,44.39%,4.67%,1.87%,0,0,0,0,0
0xe41d2489571d322189246dafa5ebde1f4699f498,4146017,19759601,59476416554,2946,93,54.92%,2.21%,1.90%,0.14%,6,5,5,4
0x00133894e6f35924e2917d77336a9be2c6601004,16689915,19758689,59462326380,45,2,46.67%,0,2.22%,0,0,0,0,0
0x3ab6564d5c214bc416ee8421e05219960504eead,9247308,16363846,59287064560,12878,403,30.05%,2.39%,2.85%,0.07%,17,18,16,16
0x055be5ddb7a925bfef3417fc157f53ca77ca7222,11594833,19759332,59104977324,13120,410,38.42%,4.05%,3.15%,0.09%,17,15,14,14
0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,4329152,19759709,59054592575,9242,289,54.30%,2.09%,2.82%,0.04%,6,5,6,5
0x00c4a73f10b05228c64e971cf81ae84426a64780,12676663,19759191,58420753441,800,25,42.25%,2.38%,4.25%,0.12%,2,3,3,2
0x359924be0640659f34198e518bf3d40fb56160be,10763530,19473597,57965289436,2746,86,32.99%,2.26%,4.15%,0.07%,5,4,4,4
0xc796a402e1b26ecd2cd38f23e05a2f904504ec89,16892402,17118388,57864710169,8203,257,28.64%,2.49%,3.63%,0.01%,2,3,3,2
0x101816545f6bd2b1076434b54383a1e633390a2e,15035701,19759705,57728708347,17626,551,41.69%,1.24%,3.35%,0.06%,17,15,15,14
0xf5fff180082d6017036b771ba883025c654bc935,9083334,19450790,57538396531,11273,353,48.91%,2.46%,2.21%,0.05%,13,12,11,10
0x5b1b5fea1b99d83ad479df0c222f0492385381dd,5229813,19759632,57302267185,1187,38,42.46%,2.19%,3.29%,0.34%,5,5,5,4
0xa22c1b5320108c19db53f58241fd64b105562296,9131099,19142717,56734773112,7813,245,35.01%,2.09%,2.83%,0.08%,9,8,8,7
0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,14057957,19759709,56559465297,8007,251,44.75%,1.60%,2.70%,0.06%,9,8,7,7
0xe2f2a5c287993345a840db3b0845fbc70f5935a5,10148035,19758769,56524321372,2428,76,41.72%,1.89%,3.54%,0.04%,3,3,3,2
0x084b1c3c81545d370f3634392de611caabff8148,9421677,19729123,56485721239,2924,92,48.22%,2.22%,2.09%,0.03%,2,2,2,1
0x5283d291dbcf85356a21ba090e6db59121208b44,16528754,19759617,56360558518,8696,272,41.52%,1.77%,3.55%,0.09%,13,14,14,13
0x0345173a92742e9daf55d44ac65e0d987b22379e,17431088,19759707,55969286830,708,23,40.11%,2.12%,4.66%,0,0,0,0,0
0xa62f9c5af106feee069f38de51098d9d81b90572,18203856,19759708,55325591148,10584,331,39.74%,0,3.80%,0.21%,35,38,42,40
0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,12314558,19759236,55021993176,4693,147,36.10%,1.68%,2.75%,0.06%,5,4,4,3
0xc2edad668740f1aa35e4d8f227fb8e17dca888cd,10736349,19759236,54925118797,7269,228,34.61%,1.83%,3.04%,0.06%,5,4,4,3
0x6352a56caadc4f1e25cd6c75970fa768a3304e64,13434416,19759670,54836850238,2092,66,42.93%,1.24%,3.59%,0.29%,7,8,7,7
0x3b484b82567a09e2588a13d54d032153f0c0aee0,13862577,19759658,54466362732,4433,139,46.40%,1.17%,3.14%,0.29%,16,17,20,17
0x60f80121c31a0d46b5279700f9df786054aa5ee5,10148830,19759540,54396000912,11828,370,38.25%,1.86%,4.50%,0.07%,13,14,14,12
0x016fd003eef102d19ee92a00e93667cd9849b290,10828523,19759699,54048786083,11680,365,52.37%,1.35%,2.32%,0.04%,10,9,8,7
0x64d14595152b430cf6940da15c6e39545c7c5b7e,7109532,12458024,53863131667,19855,621,31.93%,2.11%,1.98%,0.01%,5,4,5,4
0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,10842311,19759395,53656276231,8651,271,52.63%,1.38%,2.22%,0.05%,6,5,5,5
0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,12610174,19759693,53539842492,3774,118,41.28%,2.20%,2.01%,0,0,0,0,0
0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,18447292,19759685,53260190513,24073,753,34.15%,0,4.67%,0.10%,40,42,39,36
0x522d6f36c95a1b6509a14272c17747bbb582f2a6,14451506,19578265,53174784760,15098,472,59.86%,1.06%,2.12%,0.04%,10,9,8,9
0x0098af0ceac1238bfa1eb43652a700d1fcd379f0,10342637,19759675,52819479197,2029,64,33.56%,1.68%,3.20%,0.10%,3,3,3,2
0x9e0905249ceefffb9605e034b534544684a58be6,12376166,19759640,52720011154,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x0b1bb711524f9d43515b5424c029f2e3beed1ffc,4644884,19749417,52274720268,11803,369,30.37%,2.49%,4.35%,0.15%,32,32,31,32
0x629cdec6acc980ebeebea9e5003bcd44db9fc5ce,8851131,19704577,52205315287,20888,653,34.02%,1.67%,2.78%,0.05%,20,19,17,17
0x01d3348601968ab85b4bb028979006eac235a588,12931447,19757811,51993820000,2309,73,40.67%,1.95%,3.72%,0.04%,3,3,3,2
0x180c77ae51a9c505a43a2c7d81f8ce70cacb93a6,17423158,19759709,51950633717,2055,65,61.17%,1.65%,3.26%,0.05%,3,3,3,2
0x944644ea989ec64c2ab9ef341d383cef586a5777,9224634,15580363,51894035243,709,23,32.58%,3.53%,3.53%,0,0,0,0,0
0x5ef30b9986345249bc32d8928b7ee64de9435e39,8928198,19759409,51715131918,15197,475,54.99%,3.07%,1.14%,0.01%,6,5,5,4
0xce3f08e664693ca792cace4af1364d5e220827b2,14881559,19759083,51449914128,22767,712,53.33%,2.39%,3.62%,0.04%,20,19,18,17
0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec,12376028,19759481,51428612757,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0xd07dc4262bcdbf85190c01c996b4c06a461d2430,10149026,19759532,51363946161,11663,365,35.15%,1.97%,4.38%,0.07%,17,15,16,16
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,4620855,19759709,51103696118,3379,106,36.73%,2.43%,3.73%,0.12%,6,5,5,5
0x010973a87eeb75672ae6a0c499a0444f87205ac9,16725062,19758592,50738113071,45,2,46.67%,0,2.22%,0,0,0,0,0
0x12392f67bdf24fae0af363c24ac620a2f67dad86,10957304,19759418,50437666042,7608,238,28.63%,2.00%,3.30%,0.04%,6,5,6,5
0x5a54fe5234e811466d5366846283323c954310b2,15416738,19759703,50268380687,1554,49,57.34%,1.54%,3.47%,0.06%,3,3,3,2
0x03b1f92fa0977891cb4bdf69c0b3ad14d6119294,6226474,19758781,50030455097,2186,69,62.81%,1.05%,3.16%,0.14%,6,5,5,5
0x34d85c9cdeb23fa97cb08333b511ac86e1c4e258,14673011,19759693,50001768726,19945,624,45.61%,1.38%,3.23%,0.07%,27,27,25,23
0x5fdcca53617f4d2b9134b29090c87d01058e27e9,12011518,19759668,49726611260,5720,179,37.26%,1.43%,2.73%,0.05%,6,7,7,6
0x2a6c106ae13b558bb9e2ec64bd2f1f7beff3a5e0,13097494,19759651,49657711382,2341,74,58.74%,1.24%,2.35%,0.04%,2,2,2,1
